FID,id,The_geom,tipo,distrito,regional,territóri,codpmf,codsge,inep,título,nome,endereço,bairro,cep,telefone,voips,email,textstring,text_size,text_angle,fonte,ano_ref,epsg_codif
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_682c,161,POINT (-38.60203835688187 -3.78414656597276),CRP,5,5,39,8342,848,23214899,CRECHE PARCEIRA,PEQUENO MUNDO DE FLORA,"RUA ANTÔNIO NERY, 1350",GRANJA PORTUGAL,60545-232,NADA CONSTA,NADA CONSTA,NADA CONSTA,8342,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_682d,162,POINT (-38.602728973399756 -3.7721589709503007),CEI,3,11,38,8329,835,23069945,CENTRO DE EDUCAÇÃO INFANTIL,JORNALISTA NENO CAVALCANTE,"RUA 725, S/N",CONJUNTO CEARÁ II,60531-740,NADA CONSTA,NADA CONSTA,NADA CONSTA,8329,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_682e,163,POINT (-38.597874761787665 -3.789178517294039),ANE,5,5,39,8313,819,23271540,ESCOLA MUNICIPAL,CRESCER E APRENDER UNID II,"RUA MIRTES CORDEIRO, 700",GRANJA PORTUGAL,60543-464,NADA CONSTA,NADA CONSTA,NADA CONSTA,8313,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_682f,164,POINT (-38.613527900548874 -3.797174980297169),CEI,5,5,39,8303,809,23256761,CENTRO DE EDUCAÇÃO INFANTIL,PROFESSOR AGOSTINHO GÓSSON,"RUA H, S/N ( CONJUNTO NOVA RESIDÊNCIA)",GRANJA LISBOA,60546-170,NADA CONSTA,NADA CONSTA,NADA CONSTA,8303,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6830,165,POINT (-38.58803412850733 -3.798650393979132),CRP,5,10,34,8292,800,23070960,CRECHE PARCEIRA,SANTO ANTÔNIO II,"RUA COMENDADOR GARCIA, 1817",PARQUE SÃO JOSÉ,60730-235,NADA CONSTA,NADA CONSTA,NADA CONSTA,8292,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6831,166,POINT (-38.582212373514515 -3.798751563226275),CRP,5,10,35,8288,796,23070960,CRECHE PARCEIRA,TIA MAZÉ,"RUA AMÉRICO ROCHA LIMA, 776",MANOEL SÁTIRO,60713-240,NADA CONSTA,NADA CONSTA,NADA CONSTA,8288,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6832,167,POINT (-38.599494324639345 -3.7792922991354487),ANE,5,5,39,8283,791,23256966,ESCOLA MUNICIPAL,IRMÃ ROCHA UNID II,"RUA OLIVEIRA SOBRINHO, 2037",GRANJA PORTUGAL,60540-732,NADA CONSTA,NADA CONSTA,NADA CONSTA,8283,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6833,168,POINT (-38.61187073208613 -3.8054749351883643),EMTI,5,5,39,8289,797,23264799,ESCOLA MUNICIPAL DE TEMPO INTEGRAL,PROFESSOR ALEXANDRE RODRIGUES DE ALBUQUERQUE,"RUA ALVES BEZERRA, 743",SIQUEIRA,60736-130,NADA CONSTA,NADA CONSTA,NADA CONSTA,8289,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6834,169,POINT (-38.61605234963843 -3.815157110479274),CEI,5,5,39,8290,798,23227419,CENTRO DE EDUCAÇÃO INFANTIL,FRANCISCA DE ABREU LIMA,"RUA C, S/N (LOTEAMENTO SIQUEIRA II)",SIQUEIRA,60736-300,NADA CONSTA,NADA CONSTA,NADA CONSTA,8290,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6835,170,POINT (-38.579650096615644 -3.7985037338779515),CRP,5,10,35,8218,775,23073764,CRECHE PARCEIRA,PROJETO JOÃOZINHO,"RUA BULGÁRIA, 822",MANOEL SÁTIRO,60713-500,NADA CONSTA,NADA CONSTA,NADA CONSTA,8218,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6836,171,POINT (-38.59438919320407 -3.7938648502990424),CEI,5,5,39,8199,767,23272724,CENTRO DE EDUCAÇÃO INFANTIL,MARIA LUIZA BARBOSA CHAVES,"RUA OSCAR FRANÇA, 267",BOM JARDIM,60543-366,NADA CONSTA,NADA CONSTA,NADA CONSTA,8199,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6837,172,POINT (-38.60314427469986 -3.820792147128875),EMTI,5,10,34,8205,769,23259558,ESCOLA MUNICIPAL DE TEMPO INTEGRAL,PROFESSORA MARIA JOSÉ FERREIRA GOMES,"RUA CÔNEGO DE CASTRO, 8617",PARQUE PRESIDENTE VARGAS,60765-623,NADA CONSTA,NADA CONSTA,NADA CONSTA,8205,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6838,173,POINT (-38.604634989444904 -3.8042949949586298),CRP,5,5,39,8177,751,23257652,CRECHE PARCEIRA,ALIANÇA,"RUA MARIA DE JESUS, 10",SIQUEIRA,60731-710,NADA CONSTA,NADA CONSTA,NADA CONSTA,8177,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6839,174,POINT (-38.60262688187234 -3.7952984578526885),CRP,5,5,39,8130,642,23077468,CRECHE PARCEIRA,VIDA NOVA,"RUA VALDEMAR PAES, 1208",BOM JARDIM,60545-055,NADA CONSTA,NADA CONSTA,NADA CONSTA,8130,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_683a,175,POINT (-38.61743530455826 -3.7894083146469946),CRP,5,5,39,8135,664,23256699,CRECHE PARCEIRA,TIA ZULEIDE,"RUA BOM JESUS, 2695",GRANJA LISBOA,60540-255,NADA CONSTA,NADA CONSTA,NADA CONSTA,8135,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_683b,176,POINT (-38.61725229711383 -3.8079016846222578),CEI,5,5,39,8119,602,23244283,CENTRO DE EDUCAÇÃO INFANTIL,NOGUEIRA,"RUA P, S/N (LOT. PARAÍSO VERDE)",SIQUEIRA,60732-449,NADA CONSTA,NADA CONSTA,NADA CONSTA,8119,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_683c,177,POINT (-38.60481605794566 -3.7969080918762126),CRP,5,5,39,8024,552,23213736,CRECHE PARCEIRA,JARDIM DA CRIANÇA,"RUA URUCUTUBA, 1156",BOM JARDIM,60543-315,NADA CONSTA,NADA CONSTA,NADA CONSTA,8024,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_683d,178,POINT (-38.590930842346175 -3.7994218030192526),CRP,5,10,34,6915,541,23233877,CRECHE PARCEIRA,JOSÉ ORDÉLIO MENDES ALVES,"RUA COSTA FREIRE, 2472",PARQUE SÃO JOSÉ,60730-255,NADA CONSTA,NADA CONSTA,NADA CONSTA,6915,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_683e,179,POINT (-38.59913002146604 -3.76832462232645),EMTP,3,11,38,7999,109,23072180,ESCOLA MUNICIPAL,PADRE JOSÉ ARIMATÉIA DINIZ,"RUA 810, S/N",CONJUNTO CEARÁ I,60532-150,NADA CONSTA,NADA CONSTA,NADA CONSTA,7999,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_683f,180,POINT (-38.61741693829054 -3.7772297956931857),CEI,5,5,39,7973,405,23070030,CENTRO DE EDUCAÇÃO INFANTIL,FRANCISCO EDMILSON PINHEIRO,"AV. H, 2115",GRANJA LISBOA,60533-667,NADA CONSTA,NADA CONSTA,NADA CONSTA,7973,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6840,181,POINT (-38.602543501326956 -3.7817795972628865),CEI,5,5,39,7967,434,23257342,CENTRO DE EDUCAÇÃO INFANTIL,REITOR ANTÔNIO MARTINS FILHO UNID II,"RUA HUMBERTO LOMEU, 1220",GRANJA PORTUGAL,60541-112,NADA CONSTA,NADA CONSTA,NADA CONSTA,7967,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6841,182,POINT (-38.59163151200358 -3.818896649060066),EMTP,5,10,34,7049,308,23235080,ESCOLA MUNICIPAL,PROFESSOR JOSÉ MARIA MOREIRA CAMPOS,"RUA FRANCISCO DE ALMEIDA, 525",PARQUE SANTA ROSA,60762-845,3105-1038 / 3433-4908,3459-5335 / 6868,JOSEMMC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7049,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6842,183,POINT (-38.596455428174096 -3.8115321185059265),EMTP,5,10,34,7245,229,23263148,ESCOLA MUNICIPAL,ALAÍDE AUGUSTO DE OLIVEIRA,"RUA SETEMBRINA, 525",CONJUNTO ESPERANÇA,60763-646,3105-1020 / 3452-5179,3459-5365 / 6913,ALAIDEAO@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7245,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6843,184,POINT (-38.59467308898398 -3.811633493610982),EMTP,5,10,34,6823,281,23257725,ESCOLA MUNICIPAL,PADRE CÍCERO ROMÃO BATISTA,"RUA 114, 460",CONJUNTO ESPERANÇA,60763-630,3452-5126,NADA CONSTA,PADRECRB@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6823,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6844,185,POINT (-38.57703552051089 -3.800967188585685),EMTP,5,10,35,7182,204,23073764,ESCOLA MUNICIPAL,MARIA VIVIANE BENEVIDES GOUVEIA,"RUA CREUZA ROQUE, 247",MANOEL SÁTIRO,60713-330,3433-4923,3459-5338 / 6749,MARIAVBG@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7182,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6845,186,POINT (-38.58099276246389 -3.7977045784999013),EMTP,5,10,35,6920,131,23070960,ESCOLA MUNICIPAL,HENRIQUETA GALENO,"RUA MAJOR MONTENEGRO, 917",MANOEL SÁTIRO,60713-520,3433-4903,3459-5337 / 5545 / 6741,HENRIQUETAG@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6920,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6846,187,POINT (-38.584317927549336 -3.7954292367988396),EMTP,5,10,34,7100,344,23233877,ESCOLA MUNICIPAL,NOELZINDA SÁTIRO SANTIAGO,"RUA DOM XISTO ALBANO, 1298",PARQUE SÃO JOSÉ,60730-165,3105-2008 / 3433-4910,3459-5382 / 5553 / 6871,NOELZINDASS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7100,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6847,188,POINT (-38.59742968564083 -3.8072600661637024),EMTP,5,10,34,7050,309,23227419,ESCOLA MUNICIPAL,FRANCISCA DE ABREU LIMA,"RUA HUMBERTO DE ALMEIDA, 535",CANINDEZINHO,60731-415,3452-2497,3459-5366 / 6873,FRANCISCAAL@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7050,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6848,189,POINT (-38.60210804907846 -3.8073515188335074),EMTP,5,10,34,6975,168,23256923,ESCOLA MUNICIPAL,FLORIVAL ALVES SERAINE,"RUA ITATIAIA, 1000",CANINDEZINHO,60731-455,3488-3398,3459-5200 / 6886,FLORIVALAS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6975,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6849,190,POINT (-38.602224069335605 -3.8173083101616228),EMTP,5,10,34,7095,340,23184914,ESCOLA MUNICIPAL,PADRE ANTÔNIO MONTEIRO DA CRUZ,"RUA PEDESTRE XIII, 25 (CONJ. JARDIM FLUMINENSE)",CANINDEZINHO,60734-290,3433-4912,3459-5221 / 6889,PADREAMC@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7095,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_684a,191,POINT (-38.60853371934536 -3.821021281084892),EMTP,5,10,34,7744,96,23245182,ESCOLA MUNICIPAL,JORNALISTA DEMÓCRITO DUMMAR,"AV. EUCLIDES PAULINO BARROSO, 2505",CANINDEZINHO,60743-630,NADA CONSTA,NADA CONSTA,JORNALISTA.DEMOCRITO@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7744,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_684b,192,POINT (-38.59866451055144 -3.8017659917408575),EMTP,5,10,34,7323,254,23302615,ESCOLA MUNICIPAL,NARCISO PESSOA DE ARAÚJO,"AV. GENERAL OSÓRIO DE PAIVA, 4841",CANINDEZINHO,60730-243,3105-2009 / 3331,3459-5236 / 6881,NARCISOPA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7323,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_684c,193,POINT (-38.61724305191256 -3.81767924844461),EMTP,5,5,39,6863,176,23072016,ESCOLA MUNICIPAL,JOAQUIM ALVES,"RUA COSTA DO SOL, 1061",SIQUEIRA,60732-180,3452-2466,3459-5341 / 6860,JOAQUIMA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6863,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_684d,194,POINT (-38.6231991180999 -3.8054976300419026),EMTP,5,5,39,7829,103,23244283,ESCOLA MUNICIPAL,PROFESSOR JOSÉ CÍRIO PEREIRA FILHO,"RUA QUARTZO ROSA, 100",SIQUEIRA,60732-498,NADA CONSTA,3459-6911,JOSE.CIRIO@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7829,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_684e,195,POINT (-38.61434974372513 -3.8019171562313683),EMTP,5,5,39,7370,273,23264187,ESCOLA MUNICIPAL,PROFESSOR EDILSON BRASIL SOÁREZ,"RUA LOCAL 11, S/N (CONJUNTO TATU MUNDÉ)",SIQUEIRA,60544-673,3105-2202 / 3131-1947,3459-5181 / 5370 / 6814,EDILSONBS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7370,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_684f,196,POINT (-38.60800545830015 -3.797241234628579),EMTP,5,5,39,7097,342,23213736,ESCOLA MUNICIPAL,HERBERT DE SOUSA,"RUA URUCUTUBA, 1599",BOM JARDIM,60543-315,3245-9448,3459-5232 / 6750,HERBERTS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7097,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6850,197,POINT (-38.600952610636014 -3.799919422843244),EMTP,5,5,39,7111,349,23242469,ESCOLA MUNICIPAL,CATARINA LIMA DA SILVA,"RUA PEDRO MARTINS, 313",BOM JARDIM,60543-305,3105-3341 / 3361 / 3362,3459-5343 / 6835,CATARINALS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7111,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6851,198,POINT (-38.601848776860905 -3.798654176043737),EMTP,5,5,39,7316,251,23304812,ESCOLA MUNICIPAL,PROFESSOR JOSÉ FERREIRA DE ALENCAR,"RUA SÃO FRANCISCO, 557",BOM JARDIM,60545-064,3105-2010 / 2015,3459-5310 / 5591 / 6751,JOSEFA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7316,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6852,199,POINT (-38.601842891999304 -3.792341964973565),EMTP,5,5,39,7331,260,23077468,ESCOLA MUNICIPAL,SEBASTIÃO DE ABREU,"RUA GERALDO BARBOSA, 1065",BOM JARDIM,60543-332,3245-7131 / 2498,3459-5241 / 6891,SEBASTIAOA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7331,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6853,200,POINT (-38.59443797620109 -3.7941583427292596),EMTP,5,5,39,7348,269,23272724,ESCOLA MUNICIPAL,SANTOS DUMONT,"RUA GERALDO BARBOSA, 240",BOM JARDIM,60543-335,3105-3365,3459-5383 / 5482 / 6712,SANTOSD@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7348,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6854,201,POINT (-38.59814610402907 -3.7918170829839863),EMTP,5,5,39,7217,218,23256915,ESCOLA MUNICIPAL,SANTA ISABEL,"AV. OSCAR ARARIPE, 741",BOM JARDIM,60543-452,3131-1930,3459-5389 / 5567 / 6929,SANTAI@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7217,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6855,202,POINT (-38.59782080180403 -3.790728728961343),EMTP,5,5,39,7278,111,23271540,ESCOLA MUNICIPAL,CRESCER E APRENDER,"RUA EDSON MARTINS, 642",BOM JARDIM,60543-454,3105-3091 / 3131-1948,3459-6938,CRESCERA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7278,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6856,203,POINT (-38.61392430904708 -3.7736041800140634),EMTP,3,11,38,7274,237,23068167,ESCOLA MUNICIPAL,EDILSON BRASIL SOÁREZ,"RUA 303D, 67",CONJUNTO CEARÁ II,60530-630,3105-2201,3459-6936,EDILSONBRAS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7274,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6857,204,POINT (-38.62463646758781 -3.792949669213528),EMTP,5,5,39,7290,121,23076720,ESCOLA MUNICIPAL,RACHEL VIANA MARTINS,"RUA TUCUNDUBA, 2703",GRANJA LISBOA,60540-121,3245-7220,3459-5375 / 6912,RACHELVM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7290,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6858,205,POINT (-38.61356361258884 -3.7965084122796866),EMTP,5,5,39,7291,122,23256761,ESCOLA MUNICIPAL,RAIMUNDO MOREIRA SENA,"RUA G, 93",GRANJA LISBOA,60546-160,3452-2301,3459-5356 / 5555 / 6861,RAIMUNDOMS@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7291,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6859,206,POINT (-38.61551039937014 -3.7938166871731025),EMTP,5,5,39,6946,146,23256907,ESCOLA MUNICIPAL,ULYSSES GUIMARÃES,"RUA TENENTE FRANCISCO PAIVA, 1350",GRANJA LISBOA,60540-478,3131-1931 / 3245-4191,3459-5374 / 6812,ULISSESG@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6946,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_685a,207,POINT (-38.61048764244459 -3.7863271815707025),EMTP,5,5,39,7244,228,23263113,ESCOLA MUNICIPAL,DOUTOR SÉRVULO MENDES BARROSO,"RUA JOSÉ MARTINS, 2159",GRANJA LISBOA,60540-545,3131-1942,3459-5387 / 6925,DOUTORSMB@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7244,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_685b,208,POINT (-38.60983274195926 -3.7883386125081295),EMTP,5,5,39,7102,346,23073144,ESCOLA MUNICIPAL,PROFESSORA LIREDA FACÓ,"RUA TRÊS CORAÇÕES, 735",GRANJA LISBOA,60540-441,3105-2025 / 3245-8529,3459-5260 / 6909,PROFESSORALF@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7102,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_685c,209,POINT (-38.61915809850313 -3.7912327757644255),EMTP,5,5,39,7292,123,23256699,ESCOLA MUNICIPAL,MANOEL MALVEIRA MAIA,"RUA DANDARA KETLEY, 2890",GRANJA LISBOA,60540-122,3131-1937 / 3452-2305,3459-7011,MANOELMM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7292,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_685d,210,POINT (-38.62477382399831 -3.790629732096784),EMTP,5,5,39,7391,161,23445645,ESCOLA MUNICIPAL,PROFESSORA ANTÔNIA MARIA DE LIMA,"RUA SARGENTO JOÃO PINHEIRO, 2601",GRANJA LISBOA,60540-513,3105-3340,3459-5388 / 6745,PANTONIAML@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7391,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_685e,211,POINT (-38.62951554348907 -3.7889824391901774),EMTP,5,5,39,7089,336,23071850,ESCOLA MUNICIPAL,JOÃO MENDES DE ANDRADE,"RUA B, 1366, CONJUNTO PALMARES",GRANJA LISBOA,60540-258,3105-3360 / 3452-2463,3459-5391 / 5481 / 6934,JOAOMA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7089,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_685f,212,POINT (-38.62670074955406 -3.7846155302794333),EMTI,5,5,39,6924,135,23065265,ESCOLA MUNICIPAL DE TEMPO INTEGRAL,DOM ANTÔNIO DE ALMEIDA LUSTOSA,"RUA GERALDO BARBOSA, 3901",GRANJA LISBOA,60540-344,3452-2460,3459-5234 / 6985,DOMAAL@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6924,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6860,213,POINT (-38.62436920586167 -3.7817183319847874),EMTP,5,5,39,7336,265,23263121,ESCOLA MUNICIPAL,MARIA DOLORES PETROLA DE MELO JORGE,"RUA PAULINO ROCHA, 1000",GRANJA LISBOA,60540-576,3452-2306,3459-5351 / 5483 / 6853,MARIADPMJ@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7336,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6861,214,POINT (-38.61750146137711 -3.776928120232198),EMTP,5,5,39,7225,224,23070030,ESCOLA MUNICIPAL,FRANCISCO EDMILSON PINHEIRO,"AV. H, 2115",GRANJA LISBOA,60533-667,3452-2470,3459-5380 / 5587 / 6862,FRANCISCO.EDMILSON@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7225,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6862,215,POINT (-38.59596691547297 -3.783497568718223),EMTP,5,5,39,6940,143,23256796,ESCOLA MUNICIPAL,JOSÉ CARLOS MATOS,"RUA ITAJAÍ, 802",GRANJA PORTUGAL,60545-290,3452-2302,3459-5394 / 5434 / 6927,JOSECM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6940,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6863,216,POINT (-38.593779936446474 -3.78651442949167),EMTP,5,5,39,7106,348,23214899,ESCOLA MUNICIPAL,EDUCADOR PAULO FREIRE,"RUA CORONEL FABRICIANO, 452",GRANJA PORTUGAL,60540-835,3245-7561,3459-5376 / 5566 / 6744,EDUCADORPF@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7106,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6864,217,POINT (-38.601325807453925 -3.781068173356145),EMTP,5,5,39,7101,345,23257342,ESCOLA MUNICIPAL,REITOR ANTÔNIO MARTINS FILHO,"RUA TEODORO DE CASTRO, 1175",GRANJA PORTUGAL,60541-192,3488-3241,NADA CONSTA,REITORAMF@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7101,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6865,218,POINT (-38.60301030498304 -3.7814935302674892),EMTP,5,5,39,6957,149,23067543,ESCOLA MUNICIPAL,CREUSA DO CARMO ROCHA,"RUA DUAS NAÇÕES, 1055",GRANJA PORTUGAL,60545-242,3452-2471 / 3488-3246,3459-5500 / 6729,CREUSACR@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6957,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6866,219,POINT (-38.60117727259164 -3.777328060692228),EMTP,5,5,39,6839,290,23256966,ESCOLA MUNICIPAL,IRMÃ ROCHA,"RUA EMÍLIO DE MENEZES, 2515",GRANJA PORTUGAL,60541-424,3452-2420 / 34832420,NADA CONSTA,IRMAR@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6839,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6867,220,POINT (-38.60181642958491 -3.7771025551706203),EMTP,5,5,39,6872,184,23067390,ESCOLA MUNICIPAL,CONCEIÇÃO MOURÃO,"RUA DUAS NAÇÕES, 551",GRANJA PORTUGAL,60545-241,3290-4167 / 3452-2427 / 2429,3459-5245 / 6876,CONCEICAOM@ESCOLA.SME.FORTALEZA.CE.GOV.BR,6872,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6868,221,POINT (-38.60791713775835 -3.7719913079124168),EMTP,3,11,38,7310,128,23069945,ESCOLA MUNICIPAL,GOVERNADOR FAUSTINO DE ALBUQUERQUE,"RUA 143, 155",CONJUNTO CEARÁ II,60530-210,3105-2213 / 2214,3459-5354 / 5503 / 6838,FAUSTINOA@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7310,10,0,SME,2022,EPSG: 3198
vw_ParqueEscolarMunicipal.fid--16360be6_1884ec8ee50_6869,222,POINT (-38.61373762686911 -3.770737735525925),EMTP,3,11,38,7339,267,23257202,ESCOLA MUNICIPAL,JOÃO PAULO II,"AV. C, 1381",CONJUNTO CEARÁ II,60533-617,3290-4132,3459-5223 / 6892,JOAOPII@ESCOLA.SME.FORTALEZA.CE.GOV.BR,7339,10,0,SME,2022,EPSG: 3198
